Country,Name,Renault Scenic,BMW 5-series,Peugeot 3008,Kia EV9,Volvo EX30,BYD Seal,Toyota C-HR,Link,VoteDetails
Poland,Roman Popkiewicz,5,5,2,8,2,0,3,https://www.caroftheyear.org/votaciones/roman-popkiewicz.php?1726491866,"My judgement is based on following grounds:
BMW 5-series
Despite being heavily promoted in electric versions, the new 5-series is more convincing with combustion engines. Handling is involving and precise, the only downside is that the car cannot disguise its big size and significant weight as well as previous generations of the 5-series did. The real star of the range is 550e, which preserves traditional six-cylinder inline engine and is one of the best plug-in hybrids on the market.
BYD Seal
There are a lot of good things about the Seal: good exterior design, good equipment, good handling, good range and good value. There are things that need improvement too, notably multimedia interface. However, apart from offering a lot of power and very quick acceleration the Seal does not distinguish itself in any special way among growing number of electric cars.
Kia EV9
A car that makes heads turn - and for very good reasons. The exterior design has a concept car quality to it, and on the road the EV9 is comfortable and smooth, offering large MPV levels of practicality. Very rapid charging makes it a good long-distance car too, even if range at highway speeds is not exceptional. A bold entry into new territory for Kia and a model that could elevate the brand to a new level.
Peugeot 3008
The big appeal of the new 3008 is sharp exterior design coupled with excellent interior - dashboard layout is the best of any modern Peugeot model so far and finish quality is on premium level. However, the car is very heavy, which compromises ride comfort and handling. And even in the entry 1.2 petrol mild hybrid form the price of new 3008 is quite high.
Renault Scenic
The new car is very different from the original Scenic, but in compact body dimensions still offers a spacious cabin. Easy driving nature of the Scenic E-Tech, with good handling balance, smooth ride and well weighted controls is very convincing - along with attractive interior and high-quality finish they make the Renault model one of the best electric vehicles of its size.
Toyota C-HR
There is no doubt that the popularity of the new C-HR will follow that of the first generation model. The new car is better in every respect: comfort is improved, interior quality is higher, multimedia system is much more advanced and the exterior styling is even more striking. But perhaps the interior space in the rear is compromised a bit too much - just like in the previous C-HR.
Volvo EX30
Exterior design of the EX30 is fantastic and the car will look just as fresh and attractive in few years' time as it does today. Handling characteristics are very good and there is a lot of power available - it all makes for involving driving. However, in order to have a dashboard free of traditional controls Volvo sacrifices a lot of functionality, as a result the driver is too often distracted while operating basic things."
,Maciek Ziemek,4,5,3,7,1,1,4,https://www.caroftheyear.org/votaciones/maciek-ziemek.php?1726491866,"My judgement is based on following grounds:
BMW 5-series
The 5-series brought to perfection, which even BMW will find difficult to surpass in the future. A car that uses all the achievements of the automotive industry to date -excellent combustion engines, a plug-in hybrid drive system and an electric drive, as well as an interior made of 100% vegan materials, which are in no way inferior to the quality of materials used so far.
BYD Seal
It shows what Chinese manufacturers are already capable of but does not bring much new to the European automotive industry. A very good car in many respects, the most impressive thing is the almost 90% efficiency of the electric drive system and the quality of the interior. A comfortable driving position has its limitations if there are a full set of passengers in the car.
Kia EV9
Of all the models, it meets the criteria that should be met by the car of the year most fully. The bold and consistent design makes EV9 stand out on the road and be visible from a distance. The use of the interior, its functionality and ergonomics are almost exemplary. Ride and build quality too. Overall, the Kia EV9 takes electromobility to a new level of versatility.
Peugeot 3008
It will quickly become an example to follow when it comes to aesthetics and the quality of interior finishing. The pleasant-to-touch fabric that covers the decor on the dashboard and the curved screen that looks as if suspended in the air make the Peugeot 3008 cabin feel like a home living room. It's a pity that the 3008 has become less and less affordable.
Renault Scenic
A spacious and functional interior, good build quality, a great multimedia system and good driving characteristics make Renault Scenic once again a chance to become a travel companion for many families who need a car - above all - a practical one. Time will tell whether the exclusively electric drive system will not result in limited popularity of this model.
Toyota C-HR
The cheapest model among the finalists, which does not mean that it is cheap. As many as 4 versions of the hybrid drive system to choose from impress with their efficiency. It's a pity it's only in the city. On the highway, fuel consumption is no longer so low, and the car's range becomes small because the fuel tank has a too small capacity.
Volvo EX30
It is impressive with the use of recycled materials in the construction, but only a few users will be aware of. However, they will be irritated every day by ill-considered operation via touch screen, which absorbs too much attention. Instead of admonishing the driver with the message ""Focus on driving. Stay alert and avoid distractions., it would be nicer to make the experience user-friendly."
Portugal,Francisco Mota,4,3,4,2,2,4,6,https://www.caroftheyear.org/votaciones/francisco-mota.php?1726491866,"My judgement is based on following grounds:
BMW 5-series
New generation 5-series is an evolution of the previous one, with a new electric version added. There are hybrid and mild hybrid versions available, even a Diesel. Each one is very competent in hitting its own target. Dynamics, styling and perceived quality are typical high points in the brand that made a serious effort to increase comfort. However, due to SUV rising sales, this class of cars is no longer as relevant as it was in the past.
BYD Seal
First Chinese car ever to get this far in this prize comes from a company that started as a rechargeable battery supplier. The Seal fits in the latest iteration of electric cars from this brand, with some unique features like the blade battery and cell-to-body concepts. Styling hits European tastes and dynamics are well sorted. Cabin suffers from ergonomic issues and energy efficiency is not the best in class.
Kia EV9
There's no lack of ambition from Kia when launching this new full-scale SUV. The company is aiming at premium brands with this full electric model. No shortage of room inside the cabin, however, perceived quality could be a little higher. Seven seats are available, all usable by adults. Dynamics are what can be expected from a big and heavy car, the same can be said about performance and energy efficiency.
Peugeot 3008
New generation 3008 changes everything and gets electric versions with relatively big batteries. Styling is an evolution of the previous model and cabin takes a step forward in the right direction. Mild Hybrid version is a good execution of a slightly different approach to the theme. Dynamics were tuned down in terms of agility, giving more emphasis to comfort. The electric versions are not light.
Renault Scenic
Scenic looks like a concept-car from the outside, giving a fresh look to this electric C-SUV within the company's portfolio. Cabin has lots of room, for the segment, however, lacks a little more perceived quality. Driving dynamics are precise and performance is adequate for a family car. There are a few ergonomic issues that could be improved; however, the infotainment system is one of the best.
Toyota C-HR
Second generation C-HR gets an updated styling and a renewed platform. Full hybrid system is one of the best in the market, both in terms of fuel efficiency and usability, especially in urban driving. Coupé-style body does not affect roominess. Cabin feels better designed and built than before. Driving dynamics can be both comfortable in everyday driving and enjoyable enough in country roads.
Volvo EX30
The small EX30 feels exactly that: small, making for a not very roomy rear seat. Cabin's minimalistic concept has taken a step too far, with too many functions accessible only through the infotainment system. And not all are easy to find. Suspension calibration gives full priority to comfort and not enough to road holding. Maximum available power is too high for a B-SUV, even for a premium one like this."
,Joaquim Oliveira,4,6,5,2,0,5,3,https://www.caroftheyear.org/votaciones/joaquim-oliveira.php?1726491866,"My judgement is based on following grounds:
BMW 5-series
Very broad engine portfolio, from diesel to petrol, from electric to plug-in hybrid, it will suit an ample spectre of customers with different needs, even if its price is not accessible to a majority of consumers. A reference in handling among electric cars (and also ICE), it features an advanced infotainment system. Generous 2nd row shoulder room and legroom but the floor tunnel is very intrusive.
BYD Seal
The impressive perceived quality and roomy cabin will win over many customers for the best Chinese car on sale in most European markets up until now. The electric propulsion system is convincing proving once again Chinese car brands have the needed know-how in e-propulsion. Steering, braking, drive modes and infotainment clearly have room for improvement. Killer price tag for what it offers.
Kia EV9
The 5-metre 2.7 tons boxy electric SUV costing over 60 000 euro is excessive for several markets, like Portugal. It offers a huge interior/trunk, but the absence of a rear steered axle can make drivers feel as uncomfortable during urban driving/parking as an elephant in a China store. The advanced e-propulsion has already been distinguished in the election of the EV6 as COTY two years ago.
Peugeot 3008
The appealing looks of the 3008 will win over many consumers but most will have to accept the hybrid powertrain is the one fitting their budget as the richly-specced EV inflates the E-3008 price beyond what would be desirable (even if the 700 km range will conquer healthier wallets). Steering, braking and handling are less sharp than most recent Peugeot cars, especially in the case of the electric version.
Renault Scenic
The MPV morphed into a EV-only Xover shape to please the audience but the exterior design is polarizing and when you are inside it's hard to differentiate it from a Megane EV, also in the way less convincing panel surfaces are used. More positive is the use of a sharp and fast google based OS as well as the generous 2nd room legroom and huge trunk, whereas shoulder room is much more limited. Poor steering/braking feel.
Toyota C-HR
The sportier looking matches the sportier competent handling. The compact SUV improves the (modernized) interior perceived quality and lets the digital instruments focus more on the driver. The hybrid-only powertrain line-up includes a plug-in option with a somewhat shy e-range. You can barely feel the difference between drive modes, the trunk is small and rear passengers' visibility is unsatisfying.
Volvo EX30
One of the good things about Geely's Volvo ownership was that the brand's DNA has been kept throughout the years... at least up until now. The EX30 fails in aspects like safety (the driver must remove his eyes from the road to check the speed he is driving at) and interior space (2nd row is very tight), while power is excessive for the vehicle's size and segment. Interior quality is also deceiving."
Slovenia,Sebastjan Plevnjak,3,6,3,2,9,0,2,https://www.caroftheyear.org/votaciones/sebastjan-plevnjak.php?1726491866,"My judgement is based on following grounds:
BMW 5-series
BMW 5-series is pretty much the very best car among all the finalists. A car which is a result of more than 50 years in production. Plus, the only one among the finalists with multiple choices of electricity, petrol and diesel as propulsion exist. On top of overall high quality of manufacturing, it impressed with comfortable and smooth driving experience - an attribute not often to be found with BMW cars. All the premium virtues make the BMW 5-series almost the most expensive and, as such, not for everyone.
BYD Seal
It has become, more or less, clear to everyone by now that China produces good cars. Not only with quality, but also being able to please European taste in terms of external design and likeable interior. And that is exactly what the BYD Seal is - pleasantly shaped and even more pleasing inside the cabin, where both the driver and passenger can feel really good. Sadly, this car is not being sold in all European markets which, in my view, deprives it from being a completely rightful contender in the European COTY contest.
Kia EV9
Big, electric and - different! Excellent successor to our past winner EV6, bringing even more comfort and space. The ability to accommodate 7 people in 3 rows and, consequently, it's size, also means that it exceeds both the length and width of parking spaces most of the time. If, however, one lives in the countryside, EV9 could be a true perfect choice, unlike within difficult city traffic and congestion.
Peugeot 3008
Without a doubt, French do know how to make a car that can win the European COTY competition. The new 3008 is another full turnaround, just as the 2nd generation has been in 2017 to win the contest. This time all hopes are based on the EV variant. In essence, it is a good car, failing to be perfect mainly due to a truly high overall weight which, unavoidably, means a proportionally higher battery power consumption. Hybrid variants are coming, and I see that already as a positive.
Renault Scenic
Resurrection of names from the past is easily a double-edge sword. Some have the original in good memory, others less so. The former cannot choose the new model as a successor to the one they were so fond of as the contemporary Scenic has nothing in common except the name. It is, indeed, a totally new car, just as spacious and good looking, but far too expensive for an average consumer. Reason? It is driven merely by an electric motor.
Toyota C-HR
This is a car which moved Toyota outside the zone of traditional design. Personally, I still prefer looking at a saloon than a crossover. And, in that respect, I would give my vote rather to Prius, which has evolved into a truly top product. Because C-HR has a similar drivetrain, the C-HR is also excellent in the same sense and, therefore, a deserved finalist.
Volvo EX30
Small, electric and - something else! EX30 is. for me, this year's Bull's Eye! A complete automotive product which, even more so than with its outside image, impresses with a very nice interior. Special praise goes to ecological achievements, more thanks to high percentage use of recycled materials than for the electric drivetrain itself. At the same time, I was impressed how it drove offering the best of both worlds - comfortable cruising or a genuine sporty and dynamic pace. My only complaint is the omission of a separate speedometer. Finally, pricing of the EX30 is really very good."
Spain,Félix Cerezo,6,4,4,1,3,3,4,https://www.caroftheyear.org/votaciones/felix-cerezo.php?1726491866,"My judgement is based on following grounds:
BMW 5-series
BMW has never won the Car of the Year in Europe. And the new Series 5 has almost everything needed to do so this year. The customer can choose between petrol or diesel engines with hybridization, PHEV and 100% electric engines; sedan or estate body; and rear or all-wheel drive. It is also an authentic BMW in terms of dynamics and quality. But due to its high price, size and options (too many and expensive), it's not my favourite.
BYD Seal
Everyone is talking about the big step forward for Chinese cars. The fact that the BYD Seal is on the short list shows it. Best of all, both versions are very good value for money. The 530 hp version with four-wheel drive and electronic suspension costs only 2,000 euros more in Spain (48,990 euros), but it can be a little abrupt in its reactions. What I don't like: the operation of some ADAs, the air conditioning, the information of the electrical system, which could be improved. The boot is small. Perhaps the next BYD Seal...
Kia EV9
It's a fantastic example of engineering and design. Sure, the best Kia ever. It's huge in every way: size, 385 HP, technology, quality, batteries (100 kWh), charging speed (240 kW)... In Spain it costs over 85,000 euros. The price and the size make it too far away from the general public. Moreover, some of its strengths, such as the 800-volt technology or the digitalization of the dashboard, were already taken into account when the EV6 won the COTY.
Peugeot 3008
It is the first Stellantis model to use the STLA Medium platform. What does this mean? A range with MHEV or PHEV versions and, as the star, the BEV with up 700 km (98 kW battery). Very attractive on the outside, inside I always liked the i-cockpit. The new 21"" evolution is better. Good handling, as usual in Peugeot. Weak points: high weight and smaller cabin or boot than the Renault E-Scenic, for example. It is not cheap.
Renault Scenic
Renault did a good job with the Megane E-Tech. The new Scenic E-Tech, an interesting family car, surpasses it. For example, in terms of price (from 38,000 euros) or battery (better recharging and up to 625 km of autonomy). The interior is a masterclass. The Open-R link system with native Google applications is one of the best on the market; all passengers have plenty of space (especially in the second row) and there is a good boot. Very light and fun to drive. Even if it consumes more than expected, it's my favourite.
Toyota C-HR
This is a car made in Europe for Europeans. And it is also the cheapest of the seven finalists (from 31.750 euros). Modern design exterior with large digital screens inside, but the atmosphere seems very serious to me. I like the 200 HP version, which can be all-wheel drive. And the new PHEV with 66 km zero emissions, i like much more. Although some aspect of its operation must be improved. And the trunk is small. The C-HR's consumption is very good in the city, not so much on the highway, where the 140 HP version is a bit annoying.
Volvo EX30
Small (4.23 meters long), 100% electric and the most sustainable car in the brand. These define the Volvo EX30. The price of the basic version, with 272 hp and a WLTP range of 344 km, is also a highlight: 36,770 euros in Spain (excluding government incentives). Quite a good price and not easy to find for a premium car. All the important information is displayed on the central screen and there are hardly any physical buttons. I would change this. The rear and boot are small. However, the power or the consumption can be excessive. I would have liked to test it further."
,Rafael Guitart,6,5,4,3,1,3,3,https://www.caroftheyear.org/votaciones/rafael-guitart.php?1726491866,"My judgement is based on following grounds:
BMW 5-series
Great offer of BMW in the 5-series, with gasoline, diesel, plug-in hybrid and electric engines, powered from 200 to 600 hp, sedan and estate car bodies, as well as all-wheel drive. Good handling, high quality finish and complete equipment in a standard model of large dimensions. Only the central tunnel subtracts some habitability in the rear seats.
BYD Seal
Surprising staging of BYD's mid-size sedan, with high-performance variants, great standard equipment, very sporty behavior and high-capacity battery. Particularly noteworthy is the AWD version with 530 hp. Room for improvement on the throttle response, the climate control system and multimedia equipment, with unclear information and some difficulty in management.
Kia EV9
KIA's experience in the electric field is clearly visible in this model, which shares some features seen in the EV6. Its enormous proportions stand out, somewhat complex for the European market and that conditions the efficiency when traveling on the highway. Innovative and efficient in terms of charging, such as the 800-volt technology or the V2L and V2G bidirectional charging system, with the possibility of supplying energy to a home.
Peugeot 3008
Change of look for the Peugeot 3008, which is moving towards a modern fastback concept. Hybrid, plug-in hybrid or pure electric mechanical options. In its favor, future versions stand out as they are equipped with all-wheel drive and large range, with a promise of up to 700 km WLTP. Good behavior and comfort, although the space in the rear seats is a bit scarce and the position of the driving mode selector is far from the driver's hand.
Renault Scenic
New strategy in the model, which is only offered in electric versions of 170 and 220 hp, with two battery sizes, 60 or 87 kWh capacity and ranges of 430 and 629 km. It stands out for its overall balance, good performance, price, power and a spacious cabin with good rear seats and a large trunk. Interesting Solarbay system and steering wheel paddles. Improved rear visibility and charging capacity at high power.
Toyota C-HR
It improves some aspects of the previous generation, such as the cabin design, the finish and the mechanical offer, now with an interesting plug-in hybrid that promises more than 60 km of electric range. The behavior is good in general and consumption in the city stands out at it is above average, although on the road it rises disproportionately. The noise level is still somewhat high when driving fast.
Volvo EX30
Very interesting concept for urban use, but disproportionate in terms of power, since it is offered in electric variants of 272 and 428 hp and contained prices. Interior excessively simple, with all instrumentation entrusted to a central screen with small graphics, without physical controls. Rear seats are very limited in terms of space and improvable autonomy. It announces recharging power above 130 kW, although we have not had the opportunity to check it."
,Pedro Martín,5,7,6,2,1,1,3,https://www.caroftheyear.org/votaciones/pedro-martin.php?1726491866,"My judgement is based on following grounds:
BMW 5-series
Except for the unnecessary increase in length, which takes it beyond five meters, little criticism deserves the BMW sedan, a solid, comfortable, safe and technological car, with the usual effective and sporty behavior of the brand, two bodies to choose from and mechanics of all kinds: very efficient diesel, plug-in hybrids and the excellent i5 versions.
BYD Seal
It is the first car of a Chinese manufacturer to enter the final, and it is not by chance. Because the Seal is the most advanced product of a brand that stands out for its quality and electrical technology, with examples such as the Blade battery. But it does not offer a long range and its consumption is not low, it has a recharge power only correct and its air conditioning can be improved.
Kia EV9
The Korean SUV is very large and has a high price, a type of vehicle that adapts to very few users. And it is only electric, although with a first-class technology, because it is the one that recharges energy at the highest speed and equips several kinds of bidirectional charging. Spacious, comfortable, fast, ergonomic... If it were a car with a more popular focus, it would give you more points.
Peugeot 3008
Like BMW, Peugeot is committed to a multi-energy vehicle, the ideal solution for this transition stage. The French SUV, which debuts a modern interior with some debatable design solution, will have MHEV hybrids, plug-in hybrids and the electric E-3008, these with front-wheel drive or all-wheel drive, and up to 700 kilometers of range. And although it's not light, it's efficient.
Renault Scenic
If we were choosing the 'electric car of the year', the Scenic would be my favorite, because Renault has done a great job: large interior space in a compact body, rational driving position, effective dynamic behavior, good performance, high overall quality... But it is only electric, and although it is very light, the consumption is not low. And the recharge, only correct.
Toyota C-HR
The Toyota C-HR can be accused of being conservative compared to the previous one. But its evolution has been the necessary: more modern driving position, better rear seats, wider trunk and new plug-in hybrid version with a lot of electrical activity and remarkable efficiency, in line with the HEV hybrids. Of these, 200H is better than 140H.
Volvo EX30
The Swedish brand enters a new segment: the SUV-B. And it does it with an avant-garde and reasonably priced car, which makes it the cheapest Volvo despite being electric. It has quality and is comfortable and pleasant in daily use, but I don't like the driving position, because it generates distractions, and the rear seats are fair. The basic version has 272 hp: excessive power."
,Juan Ignacio Eguiara,7,6,5,2,2,1,2,https://www.caroftheyear.org/votaciones/juan-ignacio-eguiara.php?1726491866,"My judgement is based on following grounds:
BMW 5-series
The eighth generation is a mature product and the best 5-series in history. Its mechanical and body variety make it the most complete car of all the finalists. Electric, diesel or gasoline versions; saloon or estate; for every taste. It is not a car for everyone, but its price is more than reasonable for the high level of quality. Without a doubt one of my favorites this year.
BYD Seal
His entry among the finalists was a surprise. He arrives from China with strength but still has a long way to go to reach the quality standards of European manufacturers. A body for a very restricted audience and with a small trunk. A lot of power but little usable. And its quality of finish inside can be improved and the interactivity with the screen too.
Kia EV9
A spectacular technological exercise. It is a very exclusive car that prevents it from being able to get more points. Impressive interior, habitability and equipment, as well as a chassis that surprises with its stability despite its enormous size and weight. Consumption too high.
Peugeot 3008
High level of quality and a wide mechanical offer that adapts to the needs of the segment in which it operates. An SUV that offers an excellent electric vehicle that already has very high ranges, which the public demands. Its i-cockpit driving position is excellent, although the gear shift knob has an impractical location on the dashboard. Fair habitability for the rear seats and correct trunk.
Renault Scenic
My favorite without a doubt. The best compact SUV in the category, due to its excellent use of space. At just over 4 meters long, you get perfect rear seats and an impressive trunk. It is an electric vehicle with great autonomy with very tight consumption.
Toyota C-HR
This new generation is still a good product. The small 140H version is too limited in terms of performance and with a slightly high sound and noise level. The plug-in hybrid version is excellent and its finish offers the brand's guarantee of longevity. Attractive design but leaves a cabin that is not very functional and with the entrance through the rear doors very tight.
Volvo EX30
It represents the democratization of electric cars in the market with already very reasonable and competitive prices. A risky product offering a minimalist appearance as we had not seen in a car of this category until now. Size between compact and utilitarian that has too little habitability. The chassis is more designed for urban and interurban use."
,Xavier Pérez,8,5,5,3,1,1,2,https://www.caroftheyear.org/votaciones/xavier-perez.php?1726491866,"My judgement is based on following grounds:
BMW 5-series
This is the most complete car of the seven finalists because it has all the propulsion technologies. I was impressed by the diesel engine. The engine offer is excellent, with very good dynamic performance. The technological equipment is very good, functional and with a great visual quality. Easy and fun to drive. Good interior space for both front and rear seats. Excellent trunk and a very attractive design. Although it is a sedan, it offers very good sensations. The 100% electric option is one of the best of the seven finalists.
BYD Seal
The Chinese brand BYD debuts in the European market and enters the final of the Car Of The Year in its first opportunity. Good news. Good presentation in general, with special care in the interior details. But some materials are not very elegant, with hard plastics that do not offer the premium image intended by the brand. The 100% electric motor has very good performance. The suspension is somewhat soft, and the infotainment system is often a bit complex to handle.
Kia EV9
For its design it deserves a separate category because it is a very special car. It is excellent in performance, even in road dynamism. Its size makes it too heavy, although it is more agile than it looks. Very good equipment. The range is good, but the consumption is too high (penalizes him for his weight and size). Good materials and functionality of the multimedia system. It is a good car but not to be chosen as the best of the seven finalists.
Peugeot 3008
Peugeot has done a very good job with this SUV. The design is modern, although it has lost some of the styling risk of previous generations. Inside I find it small, with little space in the rear seats despite having a platform that would allow something more. The driving position is good, but I don't like the feeling of being trapped between the center console and the steering wheel. The evolved i-cockpit improves on previous generations. Very good solution with the i-toggles. The engine offer seems excellent to me, with all the options available. The 100% electric version is very good in terms of performance and dynamics. Good consumptions.
Renault Scenic
This model represents very well the new philosophy of the French brand. In the Scenic changes everything except the name. Its design is modern and elegant. It is not strident. It is a 100% electric car, which represents a very important evolution compared to the Renault Mégane that was a finalist a couple of years ago. Very good dynamism and performance. Very good response on curvy roads and motorways. Consumption is not excessively high and the range is very good. The interior space is excellent in all seats, comfortable and with very good materials inside. The infotainment system is not complicated to use. For me it is the best car of the seven finalists, if we consider all parameters, including a sensible price for the customer.
Toyota C-HR
Toyota has made a very basic car. Its dynamic performance is not outstanding. Its design is modern and is quite radical. That makes that some customers do not end up entering into its orbit. Its first generation was already a finalist and that means it is a car that can be popular. The smaller conventional hybrid version in power does not improve too much the previous one, but the version with plug-in hybrid engine improves a lot the offer in the range. Its interior is not very large, could have a little more legroom in the rear seats. By price it is the most affordable of all finalists.
Volvo EX30
The Swedish brand has made a compact, fast, agile car with very good dynamic performance. The design is modern and stylish. It picks up some elements of the Volvo XC40, winner of the Car Of The Year in 2017. The price is not high, and it is very well thought out for the European market. The interior is very clean, too much so. I miss a screen in front of the driver. You have to take your eyes off the road for any detail, as everything goes through the central screen. The exterior mirror control system is not useful either."
,Pere Prat,7,5,5,5,1,1,1,https://www.caroftheyear.org/votaciones/pere-prat.php?1726491866,"My judgement is based on following grounds:
BMW 5-series
The German brand proves that the three-volume bodywork allows considerable energy savings compared to any SUV. This automobile inherits the traditional sportive temperament which BMW has defended through its history and outstands both for its material quality and its dynamic refinement.
BYD Seal
The Chinese manufacturers, which are starting to gain prominence in the European market, are betting decidedly for the electric models. The BYD Seal is a magnificent example of common sense applied to its software in order to put it at the driver's service. The narrow access to the trunk makes it difficult to transfer the baggage.
Kia EV9
The good time of the Korean brands is manifested through this model, which dares to propose new reference motives for the large size SUV segment. The Kia EV9 puts the level 3 of autonomous driving into the market, which will soon allow to drive without the obligation of grabbing the wheel with the hands in many countries.
Peugeot 3008
The passage of time is proving the responsibles of the French brand right, who have been betting for elevated instrumentation. The panoramic i-Cockpit from the Peugeot 3008 is a powerful sales argument. With a homologated range of 700 kilometres, the electric gamma puts an end to the fear of the customer for the autonomy.
Renault Scenic
In order to dispose of a good aerodynamic coefficient, Renault has decided to bet for a moderated height bodywork. Designed to succeed in Europe, the new Scenic shines for its polyvalence of use. Ideal to move through the city and travel with the family, it offers the advanced Google assistant as a positive differential factor.
Toyota C-HR
Without losing its own vanguardist personality of the previous version, the new generation bodywork has a more elegant design, with the objective of broadening its clients' base. The arrival of PHEV technology means an interesting added value to the gamma, even though the new hybridization was expected to be more silent.
Volvo EX30
As a surprise, Volvo proves that currently the electric automation can compete with combustion engines in terms of price. With a simple design, destined to endure the passing of the years, the EX30 has a gamma composed by two batteries and two engines. The superior version has the acceleration high score for the brand."
Sweden,Jan-Erik Berggren,2,10,1,6,4,2,0,https://www.caroftheyear.org/votaciones/jan-erik-berggren.php?1726491866,"My judgement is based on following grounds:
BMW 5-series
I'm not only impressed with the powertrain and the execution of BMW's electric 5-series but also of the handling and driving performance. Once again BMW proved they are among the best there is to develop suspension and chassis. The complete 5-series is once again one of the best car to buy and own. By far my Car of the Year 2024.
BYD Seal
The first Chinese brand in the final 7 proves to be a pretty good electric package. The compact power train and the safe high voltage blade battery brings something new to the car industry. But what happened with the AWD-system? Not working in our test.
Kia EV9
To win one year and come back with a true contender and a finalist the year after is impressive. EV9 is the best package for the big family in Europe and low running cost due to safe and proven technology make this to a safe buy even if the initial price is high. Kia built a really big car that feels small in my sensitive hands - I like that very much.
Peugeot 3008
The first true electric platform from Stellantis group but it contains a combustion engine. Maybe Peugeot good have done even more if the really concentrated on building a true electric car. A little to ""boxy"" and stiff for my taste when it comes to handling. The performance is good but I really expected a little bit more from a platform that's going to stay around for a while.
Renault Scenic
A very good family car with good performance and good range. But I lack a little technical innovation. We have seen this before so even if its good and good value for money its a little bit down on my list and outside my clear top-three. And why is the third lever still there to the right? Didnt we agree 10 years ago that this was a bad choice?
Toyota C-HR
A good second generation of a big sales success for Toyota. And an improvement. But for me this is the wrong Toyota in the final. Prius was my choice. And why dont put the best gearbox in C-HR? I also think the Car of the Year needs a functional second row.
Volvo EX30
And speaking of second row. The Volvo is a little bit to small in the second row. Volvo came up with some new innovations in this car - the soundbar is one - and some new material but main focus has been on low production cost. Maybe they aimed a little to ""low"" because we miss the Volvo we knew about. The front seat is one big issue for me - I cry a bit because it used to be so good."
,Carl-Johan Lejland,1,9,2,8,3,1,1,https://www.caroftheyear.org/votaciones/carl-johan-lejland.php?1726491866,"My judgement is based on following grounds:
BMW 5-series
It's a signal of strength to be able to build such a good car as this. Regardless of it's drivetrain the new 5-Serie is very good to drive, and clearly the best in this year's final. And the i5 is one of the absolute best and most comfortable electric cars to drive. BMW's strategy shows that the talk of the need for a dedicated BEV-platforms is overstated.
BYD Seal
BYD is a real powerhouse in electrification with both battery- and vehicle-production, and it shows. The Seal is comfortable with good driving characteristics. The AWD-version is quick as a rocket, but the chassis can handle all the power in a sophisticated manner, which shows improvement compared to other BYD models. This is the first BYD in the final, but most probably not the last.
Kia EV9
Bigger and better. The Kia EV9 is quiet, comfortable and has a lot of room inside for every user case, with superb seats. And whats more, the E-GMP platform makes the charging quick and the range quite good. For what it can offer and at this price point the Kia EV9 has no clear competitor.
Peugeot 3008
With a range of up to 700 km the new E-3008 is a clear indication on the rapid development of electric cars. The company strategy that also makes it possible to offer a wide range of drivetrain options is another strength, since the speed of adoption of BEV:s is very different in different markets. The driver now has a better view over the instruments and the ride comfort is good.
Renault Scenic
Long range and good interior space for it's class. The new Scenic is a good option for anyone looking to take the step to a pure electric car. The operating system from Google is easy to use, but the interior is somewhat cluttered with buttons and levers. An overall good car, but not the best this year.
Toyota C-HR
Toyota has been making hybrids since the 1990's and with constant development they are getting better and better. The C-HR benefits from options such as PHEV and AWD, and a more lively driving experience. This model is also the one with the lowest price tag in the final, but the buyers will get a really solid vehicle. Especially for people not able to buy an EV.
Volvo EX30
The smallest car from Volvo Cars in quite a while is a fun and nicely designed car with an exciting interior thanks to new materials. The entry price is good, and the EX30 will likely find many customers in big cities. The model brings a nice Volvo-feel to the small car segment. The very modern instrumentation, with only one screen, and lack of interior space will limit its appeal."
,Tommy Wahlström,4,7,1,10,3,0,0,https://www.caroftheyear.org/votaciones/tommy-wahlstrom.php?1726491866,"My judgement is based on following grounds:
BMW 5-series
BMW's prowess in manufacturing large, speedy sedans with high comfort and fine driving experience is well-known, but the i5 model does this as an electric vehicle. The Touring estate variant presents a new blend of cargo capacity and electric propulsion in the premium segment.
BYD Seal
For the first time, a Chinese car manufacturer has reached the finals in Car of the Year. The Seal model offers fine performance and matches its competitors in terms of technology level. The Blade battery enhances safety.
Kia EV9
The Kia EV9 stands apart with its blend of spaciousness, advanced technology, and fast-charging capability at a somewhat reasonable price. The EV9 is a large SUV equipped with all-wheel drive, 800-volt technology, a towing capacity of 2.5 tons, and seating for up to seven. These features have the potential to attract a new segment of customers who previously did not consider an electric vehicle within their reach.
Peugeot 3008
The new 3008 competes with advanced design and innovative technology, where the latest version of the i-Cockpit is particularly notable. Low consumption and the option to choose a battery with high capacity give the electric version a class-leading range of up to 700 km.
Renault Scenic
Generous space and a range of over 600 km make the new Scenic an intriguing interpretation of the European family car. High-tech levels, yet thanks to Google's infotainment system, it remains straightforward to use.
Toyota C-HR
The C-HR model has matured, offering increased comfort and more equipment without losing the innovative design of the previous generation. Toyota elevates the level of electrification with the plug-in hybrid version, which has a 60 km range on electric power alone.
Volvo EX30
The EX30 signifies a shift in Volvo's core philosophy, prioritising performance, environmental considerations, and affordability over space and family-friendliness. With this model, an electric SUV in a smaller format is offered, thus reaching new customer groups."
